Name,Department,Overall_Rating,Difficulty,Would_Take_Again_Pct,Num_Ratings,RMP_ID,RMP_URL
April Copes,Communication,2,4,0%,2,2187749,https://www.ratemyprofessors.com/professor/2187749
Annette Dunzo,Languages,2,3.8,100%,9,533324,https://www.ratemyprofessors.com/professor/533324
Pankaj Dwarka,Mathematics,3.9,3.3,66.6667%,15,1314886,https://www.ratemyprofessors.com/professor/1314886
Francis Wangendo,Languages,5,1.6,100%,5,1785746,https://www.ratemyprofessors.com/professor/1785746
Peter Keiller,Computer Science,1,5,0%,4,2233920,https://www.ratemyprofessors.com/professor/2233920
Veronica Clarke-Tasker,Nursing,3.9,1.8,100%,4,944559,https://www.ratemyprofessors.com/professor/944559
Tariqah Nuriddin.,Sociology,4.7,2.2,100%,22,1220311,https://www.ratemyprofessors.com/professor/1220311
Indira Somani,Journalism,3.3,2.6,0%,7,1767682,https://www.ratemyprofessors.com/professor/1767682
Kenneth Hayes,Biology,3.9,4,50%,3,1935969,https://www.ratemyprofessors.com/professor/1935969
Alisa Valentin,Communication,4.8,1.8,100%,6,1925248,https://www.ratemyprofessors.com/professor/1925248
Merve Kavakci,Political Science,2.7,3,0%,30,1112918,https://www.ratemyprofessors.com/professor/1112918
Meta Jones,English,4.3,2.3,0%,3,1894181,https://www.ratemyprofessors.com/professor/1894181
Katherin Manuel,Nutritional Sciences,5,3,100%,1,2329674,https://www.ratemyprofessors.com/professor/2329674
Kristen Broady,Economics,4.4,2.9,100%,9,2224542,https://www.ratemyprofessors.com/professor/2224542
Keisha Dasent,Communication,1,3,0%,1,2324374,https://www.ratemyprofessors.com/professor/2324374
Salman Elbedour,Education,4.3,1.7,100%,6,1596140,https://www.ratemyprofessors.com/professor/1596140
Leon Dickson,Biology,2.5,3.2,0%,29,740365,https://www.ratemyprofessors.com/professor/740365
Jermaine Upshaw,Communication,5,3,100%,1,2322187,https://www.ratemyprofessors.com/professor/2322187
Louise Mundstock,Classics,4,2,100%,1,2319929,https://www.ratemyprofessors.com/professor/2319929
Jamila Holt,Communication,2.3,4.3,0%,4,2292886,https://www.ratemyprofessors.com/professor/2292886
Catalina Ruiz,Spanish,5,3,100%,1,2319086,https://www.ratemyprofessors.com/professor/2319086
Sandra Shannon,English,2.9,4.1,33.3333%,25,846506,https://www.ratemyprofessors.com/professor/846506
John O'Sick,Military Science,4.4,2.6,100%,8,2254682,https://www.ratemyprofessors.com/professor/2254682
Crystal Struvland,English,3,4,0%,1,2290062,https://www.ratemyprofessors.com/professor/2290062
Talitha Washington,Mathematics,3,4.5,50%,6,1635183,https://www.ratemyprofessors.com/professor/1635183
Steve Stakland,Philosophy,4.6,2.4,50%,33,2025834,https://www.ratemyprofessors.com/professor/2025834
Kendall Williams,Mathematics,4.8,2.3,50%,6,1356464,https://www.ratemyprofessors.com/professor/1356464
Toka Diagana,Mathematics,4.3,2,100%,15,751821,https://www.ratemyprofessors.com/professor/751821
Ian Smart,Languages,4.2,1.1,50%,23,571947,https://www.ratemyprofessors.com/professor/571947
John Davis,Political Science,3.8,3.1,100%,48,472459,https://www.ratemyprofessors.com/professor/472459
Howard Mack,Architecture,5,5,100%,1,2260793,https://www.ratemyprofessors.com/professor/2260793
Thennilapuram Mahadevan,Humanities,2.9,2.5,100%,15,734086,https://www.ratemyprofessors.com/professor/734086
Mengsteab Weldegaber,Physics,2.8,3.3,100%,6,2086748,https://www.ratemyprofessors.com/professor/2086748
Joanna Jenkins,Communication,3.8,4.5,0%,2,2101202,https://www.ratemyprofessors.com/professor/2101202
Anil Jain,Computer Science,4.4,1.7,100%,11,548120,https://www.ratemyprofessors.com/professor/548120
Chad Malone,Health  Human Performance,5,1.3,100%,4,1943171,https://www.ratemyprofessors.com/professor/1943171
Kathleen Grathwol,English,4.2,3.1,75%,16,1679446,https://www.ratemyprofessors.com/professor/1679446
Kamal McClarin,History,5,2.5,100%,2,1706091,https://www.ratemyprofessors.com/professor/1706091
Christal Johnson,Journalism,2.3,3,50%,8,1775663,https://www.ratemyprofessors.com/professor/1775663
Gregory Katona,Physics,2.6,4.2,50%,20,1931120,https://www.ratemyprofessors.com/professor/1931120
Mariela Olivares,Law,4,4,100%,1,2238978,https://www.ratemyprofessors.com/professor/2238978
Brittany-Rae Gregory,Communication,4,3,100%,4,2085145,https://www.ratemyprofessors.com/professor/2085145
Natalie Hopkinson,Journalism,1,3,0%,1,2244181,https://www.ratemyprofessors.com/professor/2244181
Franklin Ampy,Biology,3.9,2.1,100%,8,999176,https://www.ratemyprofessors.com/professor/999176
Christian Dotson-Pierson,Communication,3.4,2,0%,4,1998948,https://www.ratemyprofessors.com/professor/1998948
Geraldine Twitty,Biology,3.4,4.1,100%,33,819249,https://www.ratemyprofessors.com/professor/819249
Charles Murphy,Management,3.1,4.2,100%,5,1400359,https://www.ratemyprofessors.com/professor/1400359
Paul Hudrlik,Chemistry,4.4,2.8,100%,5,1010868,https://www.ratemyprofessors.com/professor/1010868
Gertrude Walsh,Arts & Sciences,5,1.2,100%,24,1734562,https://www.ratemyprofessors.com/professor/1734562
Ubaldus Raymond,Economics,3.6,3.4,100%,14,292478,https://www.ratemyprofessors.com/professor/292478
Richard Bayne,Mathematics,1.6,4.6,0%,45,659542,https://www.ratemyprofessors.com/professor/659542
Sonia Brown,English,4.7,2.4,100%,68,1368637,https://www.ratemyprofessors.com/professor/1368637
Gilbert Perkins,Physical Education,4.7,2.3,100%,3,1193851,https://www.ratemyprofessors.com/professor/1193851
Susan Harmeling,Management,4.9,2,100%,4,1385141,https://www.ratemyprofessors.com/professor/1385141
Ashley Ayers,Communication,4,2,100%,1,2224063,https://www.ratemyprofessors.com/professor/2224063
Mervat Hatem,Political Science,1.2,4.7,0%,10,1921116,https://www.ratemyprofessors.com/professor/1921116
Njwen Anyangwe,Health Science,5,3,100%,1,2218413,https://www.ratemyprofessors.com/professor/2218413
Alvin Thornton,Political Science,5,4,100%,2,2100337,https://www.ratemyprofessors.com/professor/2100337
Noimot Bakare,Economics,4.8,3.8,100%,4,2010567,https://www.ratemyprofessors.com/professor/2010567
Patricia Hicks-Harper,Education,3,2,100%,1,2213254,https://www.ratemyprofessors.com/professor/2213254
Tabitha Jones,English,2.4,4.4,100%,10,2009639,https://www.ratemyprofessors.com/professor/2009639
Subodh Kulkarni,Management,3.3,4,100%,2,955644,https://www.ratemyprofessors.com/professor/955644
Chizoma Cluff Nosiri,Communication,4.8,1.9,100%,19,1858793,https://www.ratemyprofessors.com/professor/1858793
Mkamburi Lyabaya,Languages,4.7,1.6,100%,11,1104831,https://www.ratemyprofessors.com/professor/1104831
Wei Sun,Communication,3.2,1.7,100%,3,2054129,https://www.ratemyprofessors.com/professor/2054129
liana Restrepo,Chemistry,1,4,0%,1,2186396,https://www.ratemyprofessors.com/professor/2186396
Tristan Hubsch,Physics,5,4,100%,1,1557586,https://www.ratemyprofessors.com/professor/1557586
Johnnie Daniel,Sociology,2.8,2.9,100%,18,795604,https://www.ratemyprofessors.com/professor/795604
Marvet Hatem,Political Science,1.2,4.8,0%,6,990107,https://www.ratemyprofessors.com/professor/990107
Quito Swan,History,4.4,2.9,100%,15,911186,https://www.ratemyprofessors.com/professor/911186
Mihai Dimian,Engineering,5,3,100%,3,954674,https://www.ratemyprofessors.com/professor/954674
Williams Brent,Finance,3.7,3.4,0%,5,287062,https://www.ratemyprofessors.com/professor/287062
Ayodele Mobolurin,Information Science,2,3.3,0%,23,793284,https://www.ratemyprofessors.com/professor/793284
Victor Dates,Management,1.6,4,0%,4,995361,https://www.ratemyprofessors.com/professor/995361
Angela Tidwell,Business,3,4.5,100%,2,1893234,https://www.ratemyprofessors.com/professor/1893234
Peter Intsiful,Physics,4.6,2.5,100%,14,1241658,https://www.ratemyprofessors.com/professor/1241658
Greg Cutler,Business,4.8,4.4,100%,12,984200,https://www.ratemyprofessors.com/professor/984200
Carolyn Byerly,Communication,3.4,3.5,100%,6,1638278,https://www.ratemyprofessors.com/professor/1638278
Carrie Cowherd,Classics,1,5,0%,1,2136186,https://www.ratemyprofessors.com/professor/2136186
Ashley Queen,Biology,5,3,100%,2,2139719,https://www.ratemyprofessors.com/professor/2139719
Anta Sane,Political Science,4.2,2.3,0%,93,1957584,https://www.ratemyprofessors.com/professor/1957584
Aderson Francois,Law,5,3.9,100%,8,1265767,https://www.ratemyprofessors.com/professor/1265767
Sam Doku,English,4,1.8,100%,22,972085,https://www.ratemyprofessors.com/professor/972085
Thomas Lawson,Mathematics,3.9,2.2,0%,8,1141511,https://www.ratemyprofessors.com/professor/1141511
Douglas Taylor,English,3.8,2.4,100%,16,551723,https://www.ratemyprofessors.com/professor/551723
Joseph Yeager,Mathematics,2.8,3.7,0%,17,1089401,https://www.ratemyprofessors.com/professor/1089401
Sabrina Curtis,English,4.7,2.3,100%,13,1860550,https://www.ratemyprofessors.com/professor/1860550
Priscilla Ramsey,Ethnic Studies,4.3,2.7,100%,7,383087,https://www.ratemyprofessors.com/professor/383087
Angela Cole,Psychology,4.2,4.6,100%,10,1230419,https://www.ratemyprofessors.com/professor/1230419
James Donaldson,Mathematics,2.5,4.7,-1%,3,1894591,https://www.ratemyprofessors.com/professor/1894591
Celia Batista,Health Science,4.8,3.3,-1%,3,1894193,https://www.ratemyprofessors.com/professor/1894193
Neil Hindman,Mathematics,2.7,3.1,-1%,15,122206,https://www.ratemyprofessors.com/professor/122206
Nichele Hoskins,Communication,2,3,-1%,1,2145463,https://www.ratemyprofessors.com/professor/2145463
Steven Richardson,Engineering,5,3,-1%,1,2144914,https://www.ratemyprofessors.com/professor/2144914
John Holloway,Communication,4.5,2.5,-1%,2,1971733,https://www.ratemyprofessors.com/professor/1971733
Cerue Diggs,Languages,4.2,2.6,-1%,8,1385722,https://www.ratemyprofessors.com/professor/1385722
Vernon Bond,Physical Ed,4,3,-1%,4,810476,https://www.ratemyprofessors.com/professor/810476
Mehri Yavari,Communication,3.8,1.3,-1%,3,2072165,https://www.ratemyprofessors.com/professor/2072165
Jonathan Onuegbu,Science,3.5,3.3,-1%,4,2087662,https://www.ratemyprofessors.com/professor/2087662
Luqman Abdullah,Political Science,4.3,2,-1%,2,1860096,https://www.ratemyprofessors.com/professor/1860096
Shirley Jackson,Spanish,1.3,4,-1%,2,2100273,https://www.ratemyprofessors.com/professor/2100273
Stephen Arhin,Engineering,3,3.5,-1%,2,2094836,https://www.ratemyprofessors.com/professor/2094836
A Kwaw Woods,African-American Studies,5,5,-1%,1,2132568,https://www.ratemyprofessors.com/professor/2132568
Mohammad Quasem,Business,2.2,2.7,-1%,12,834596,https://www.ratemyprofessors.com/professor/834596
Russell Price,Finance,5,2.5,-1%,2,1443135,https://www.ratemyprofessors.com/professor/1443135
Ayoni Akinyele,Chemistry,3.4,3.4,-1%,24,486946,https://www.ratemyprofessors.com/professor/486946
Nicole Mason,Political Science,3.8,2.3,-1%,3,969444,https://www.ratemyprofessors.com/professor/969444
Alicia Wilson,Accounting,3.8,3.2,-1%,11,1860020,https://www.ratemyprofessors.com/professor/1860020
Lavonne Jackson,African-American Studies,3.4,2.5,-1%,24,546735,https://www.ratemyprofessors.com/professor/546735
Desmond Coverley,Health Science,4.2,2.7,-1%,23,601364,https://www.ratemyprofessors.com/professor/601364
Nourridine Siewe,Mathematics,1.5,3,-1%,1,2098066,https://www.ratemyprofessors.com/professor/2098066
Maria Roof,Languages,4.2,2.7,-1%,7,1276635,https://www.ratemyprofessors.com/professor/1276635
Kimberly Thornwell,Physical Education,3.9,3.7,-1%,6,1844537,https://www.ratemyprofessors.com/professor/1844537
Georgita Frierson,Psychology,3.8,2,-1%,2,1909098,https://www.ratemyprofessors.com/professor/1909098
Terry Marsh,Communication,4.8,2,-1%,2,2084753,https://www.ratemyprofessors.com/professor/2084753
Morgan Kirby,Communication,5,1,-1%,14,1931874,https://www.ratemyprofessors.com/professor/1931874
Dionne Frazier,Accounting,5,4,-1%,1,2090215,https://www.ratemyprofessors.com/professor/2090215
Scott Simpson,Communication,4.9,1.8,-1%,4,2052878,https://www.ratemyprofessors.com/professor/2052878
Marilyn Lashley,Political Science,4.8,4,-1%,2,1620979,https://www.ratemyprofessors.com/professor/1620979
Segun Ige,Classics,5,3,-1%,1,2100329,https://www.ratemyprofessors.com/professor/2100329
Caroline Dexter,Classics,4,3.5,-1%,24,289091,https://www.ratemyprofessors.com/professor/289091
Benoit Schmutz,Economics,4,4,-1%,1,2099064,https://www.ratemyprofessors.com/professor/2099064
Lystranne Maynard-Smith,Chemistry,4.8,3.8,-1%,6,1504280,https://www.ratemyprofessors.com/professor/1504280
Paul Albert Roger Scotto di Pompéo,Languages,4.7,2.5,-1%,120,1196439,https://www.ratemyprofessors.com/professor/1196439
Okomfo Ama Boakyewa,African Studies,4.8,2,-1%,4,1715735,https://www.ratemyprofessors.com/professor/1715735
Charlie Mahone,Business,2.1,4.4,-1%,8,286384,https://www.ratemyprofessors.com/professor/286384
Haydar Kurban,Economics,3.6,2.1,-1%,9,616410,https://www.ratemyprofessors.com/professor/616410
Valerie Stackman,Sociology,3.7,2,-1%,3,1508197,https://www.ratemyprofessors.com/professor/1508197
Silvina Gatica,Physics,2.4,4.3,-1%,8,999390,https://www.ratemyprofessors.com/professor/999390
Avril Speaks,Film,4.8,3,-1%,3,1679172,https://www.ratemyprofessors.com/professor/1679172
Daniel Engeljohn,Health Science,3.8,1.7,-1%,6,1099508,https://www.ratemyprofessors.com/professor/1099508
Alfred Boykin,Psychology,4.7,2.8,-1%,10,388499,https://www.ratemyprofessors.com/professor/388499
Altaf Husain,Social Work,5,4.5,-1%,2,1596567,https://www.ratemyprofessors.com/professor/1596567
. Yamakita,Languages,4.9,1.9,-1%,20,870803,https://www.ratemyprofessors.com/professor/870803
Janell Pryor,Art,1.8,4.5,-1%,2,1791003,https://www.ratemyprofessors.com/professor/1791003
Janell Blackmon Pryor,Art,2.4,4.4,-1%,11,1348770,https://www.ratemyprofessors.com/professor/1348770
Womai Song,History,4.3,2.2,-1%,11,2001296,https://www.ratemyprofessors.com/professor/2001296
Rasheen Connell,Physics,3.8,3,-1%,3,1662325,https://www.ratemyprofessors.com/professor/1662325
Aaron   Hanna,Political Science,4.5,5,-1%,1,2077886,https://www.ratemyprofessors.com/professor/2077886
Joeseph Kennedy,English,4.2,2,-1%,10,1518366,https://www.ratemyprofessors.com/professor/1518366
Michael Frazier,Political Science,3.2,3.5,-1%,11,880102,https://www.ratemyprofessors.com/professor/880102
Daniel Szpruch,Mathematics,1,5,-1%,1,2074981,https://www.ratemyprofessors.com/professor/2074981
Isaac Bonaparte,Accounting,4.8,2,-1%,2,2016554,https://www.ratemyprofessors.com/professor/2016554
Jose Guzman,Mathematics,4.7,1.3,-1%,3,1979202,https://www.ratemyprofessors.com/professor/1979202
Stephen Graves,Political Science,3.4,2.8,-1%,4,1633237,https://www.ratemyprofessors.com/professor/1633237
LaRay Benton,Computer Science,2.6,2.5,-1%,4,1979480,https://www.ratemyprofessors.com/professor/1979480
Marcia Cevallos,Spanish,1.3,4.8,-1%,12,1491079,https://www.ratemyprofessors.com/professor/1491079
Olivia Drake,Art  Design,5,1,-1%,1,2052884,https://www.ratemyprofessors.com/professor/2052884
Dudley Brooks,Journalism,5,1,-1%,1,2053086,https://www.ratemyprofessors.com/professor/2053086
Leslie L. Hicks,Psychology,4.2,2.4,-1%,19,484664,https://www.ratemyprofessors.com/professor/484664
Steven Jamar,Law,4.5,4.3,-1%,3,1804333,https://www.ratemyprofessors.com/professor/1804333
Jacquelynn McDaniel,Communication,1.8,4,-1%,11,1839777,https://www.ratemyprofessors.com/professor/1839777
Sheryl  Williams,Communication,1,5,-1%,1,2036202,https://www.ratemyprofessors.com/professor/2036202
Colson Turner,Management,3.8,2,-1%,8,793062,https://www.ratemyprofessors.com/professor/793062
Alice Sandosharaj,English,4.3,3.5,-1%,17,1683872,https://www.ratemyprofessors.com/professor/1683872
Horace Morris,English,4.4,1.5,-1%,41,122205,https://www.ratemyprofessors.com/professor/122205
James Davis,Spanish,5,2,-1%,1,2026291,https://www.ratemyprofessors.com/professor/2026291
Melody Morales,Education,4,2,-1%,1,2001586,https://www.ratemyprofessors.com/professor/2001586
Lateffa O'Carter-King,Psychology,5,1,-1%,2,2005464,https://www.ratemyprofessors.com/professor/2005464
Faleh Al Shameri,Business,1.4,3.8,-1%,8,1090136,https://www.ratemyprofessors.com/professor/1090136
Margaret Hicks,Accounting,2.7,4.3,-1%,15,955641,https://www.ratemyprofessors.com/professor/955641
Loiuse Raphael,Mathematics,4.9,2.3,-1%,6,790508,https://www.ratemyprofessors.com/professor/790508
Yolanda McCutchen,Journalism,4.1,2,-1%,4,1897884,https://www.ratemyprofessors.com/professor/1897884
Jude Abanulo,Chemistry,4,2.6,-1%,43,1240912,https://www.ratemyprofessors.com/professor/1240912
Kitty Ellison,English,4.8,1.8,-1%,11,25760,https://www.ratemyprofessors.com/professor/25760
Arnesa Howell,Journalism,1.3,4.7,-1%,10,1845535,https://www.ratemyprofessors.com/professor/1845535
Lumumba Shabaka,History,4,1.5,-1%,2,1894900,https://www.ratemyprofessors.com/professor/1894900
Shauna Kirlew,English,4.3,1.5,-1%,2,1885828,https://www.ratemyprofessors.com/professor/1885828
Noelle Trent,History,3.8,3.4,-1%,5,1442445,https://www.ratemyprofessors.com/professor/1442445
Nathan Smith,Biology,4.8,2.5,-1%,4,1805298,https://www.ratemyprofessors.com/professor/1805298
Kimani Stancil,Physics,2.8,4.3,-1%,4,1525843,https://www.ratemyprofessors.com/professor/1525843
Dexter Moore,Chemistry,1.3,2.8,-1%,6,1866307,https://www.ratemyprofessors.com/professor/1866307
Suzy Guerrier-Adams,Nursing,3.6,3.2,-1%,6,864429,https://www.ratemyprofessors.com/professor/864429
Jessica Alden,Health Science,2.5,5,-1%,3,1843426,https://www.ratemyprofessors.com/professor/1843426
Naren Vira,Engineering,1.8,3.5,-1%,4,904885,https://www.ratemyprofessors.com/professor/904885
Melvin Williams,Communication,4.2,1.9,-1%,14,1779544,https://www.ratemyprofessors.com/professor/1779544
Mark Baker,Health Science,2.7,3.4,-1%,5,858403,https://www.ratemyprofessors.com/professor/858403
Andre Esters,English,4.7,2.3,-1%,36,908196,https://www.ratemyprofessors.com/professor/908196
William Harrell,English,5,2.3,-1%,23,199498,https://www.ratemyprofessors.com/professor/199498
Wen Gong,Marketing,2.5,4,-1%,1,955648,https://www.ratemyprofessors.com/professor/955648
Mika Kato,Mathematics,4.1,2.4,-1%,7,847877,https://www.ratemyprofessors.com/professor/847877
Anthony Wilbon,Business,2.8,3.3,-1%,4,1842760,https://www.ratemyprofessors.com/professor/1842760
Cheryl Bivins,Business,5,1,-1%,2,1863876,https://www.ratemyprofessors.com/professor/1863876
Janet Griffin,English,3.1,3.3,-1%,7,719141,https://www.ratemyprofessors.com/professor/719141
Abbas Malek,Communication,3.2,3,-1%,22,755214,https://www.ratemyprofessors.com/professor/755214
Luis Serapiao,African Studies,2.5,3,-1%,12,1324240,https://www.ratemyprofessors.com/professor/1324240
Bartholomew Toe,African-American Studies,2.4,2.6,-1%,5,1894941,https://www.ratemyprofessors.com/professor/1894941
Kristin Bergen,English,3.2,3.6,-1%,5,1461721,https://www.ratemyprofessors.com/professor/1461721
Eleanor Traylor,English,1.7,3,-1%,3,1074711,https://www.ratemyprofessors.com/professor/1074711
Monique Peters,Mathematics,4,2.7,-1%,16,1264601,https://www.ratemyprofessors.com/professor/1264601
Sussie Okoro,African Studies,2.8,1.5,-1%,2,1865720,https://www.ratemyprofessors.com/professor/1865720
Cynthia Storrs,Mathematics,2.7,3,-1%,6,794939,https://www.ratemyprofessors.com/professor/794939
Joshua Halpern,Chemistry,2.4,3.9,-1%,25,543236,https://www.ratemyprofessors.com/professor/543236
Martin Arienmughare,Mathematics,3.3,2.7,-1%,6,1779362,https://www.ratemyprofessors.com/professor/1779362
Melanie Wells,Nursing,4.8,3,-1%,4,1740134,https://www.ratemyprofessors.com/professor/1740134
Amanda Elbassiouny,Psychology,5,1.7,-1%,3,1790617,https://www.ratemyprofessors.com/professor/1790617
Paul Ofori- Ansah,Art History,3,2,-1%,1,1171349,https://www.ratemyprofessors.com/professor/1171349
Bishetta Merritt,Communication,4,2.2,-1%,15,266682,https://www.ratemyprofessors.com/professor/266682
