Course_Code,Section,Course_Name,Status,Instructor,Room,Days,Time
BIOL 101,10,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,14,Gen. Biology Lec/Lab (Honors),Open,Swagota Roy,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,16,General Biol Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
BIOL 101,17,Gen Biology Lec/Lab,Closed,Theodros Tadese,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
BIOL 101,18,Gen Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,19,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,20,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,21,General Biology Lec/Lab,Open,Theodros Tadese,EJH-G09A,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
BIOL 101,22,General Biology Lec/Lab,Open,Theodros Tadese,EJH-G09A,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
BIOL 101,23,General Biology Lec/Lab,Closed,Theodros Tadese,EJH-G09A,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
BIOL 101,24,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
BIOL 101,25,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
BIOL 101,26,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,27,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,28,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 101,29,General Biology Lec/Lab,Closed,Douglas White,EJH-G09A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
BIOL 101,30,General Biology Lec/Lab,Closed,Theodros Tadese,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
BIOL 101,31,General Biology Lec/Lab,Open,Theodros Tadese,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
BIOL 101,32,General Biology Lec/Lab,Open,Theodros Tadese,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
BIOL 101,33,General Biology Lec/Lab,Open,Theodros Tadese,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
BIOL 101,34,General Biology Lec/Lab,Closed,Theodros Tadese,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
BIOL 101,35,General Biology Lec/Lab,Closed,Theodros Tadese,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
BIOL 102,1,General Biology Lec/Lab,Closed,Rachelle Allen-McFarlane,EJH-G09A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
BIOL 102,2,General Biology Lec/Lab,Closed,Rachelle Allen-McFarlane,EJH-G09A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
BIOL 102,3,General Biology Lec/Lab,Closed,Rachelle Allen-McFarlane,EJH-G09A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
BIOL 102,4,General Biology Lec/Lab,Closed,Rachelle Allen-McFarlane,EJH-G09A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
BIOL 102,5,General Biology Lec/ Lab,Closed,Rachelle Allen-McFarlane,EJH-G09A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
BIOL 102,6,General Biology Lec/ Lab,Open,Rachelle Allen-McFarlane,EJH-G09A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
BIOL 200,1,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,2,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-143,Monday,3:10 PM - 6:00 PM
BIOL 200,3,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,4,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,5,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,6,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,7,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,8,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,9,Genetics Lec/Lab,Closed,Ginger Hunter,EJH-G09A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,10,Genetics Lec/Lab,Closed,Ginger Hunter,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 200,11,Genetics Lec/Lab,Closed,Ginger Hunter,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 204,1,Science & Public Policy,Waitlist,Thomas Hardy,N/A,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
BIOL 204,2,Science & Public Policy,Waitlist,Thomas Hardy,N/A,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
BIOL 217,1,Honors Orientation,Open,Lotanna Micah Nneji,EJH-344,Wednesday,12:10 PM - 1:00 PM
BIOL 220,1,General Microbiology Lec/Lab,Closed,Broderick Eribo,EJH-G09A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
BIOL 220,2,General Microbiology Lec/Lab,Closed,Broderick Eribo,EJH-G09A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
BIOL 220,3,General Microbiology Lec/Lab,Closed,Broderick Eribo,EJH-G09A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
BIOL 230,1,Ecology Lec/Lab,Closed,Kwaku Aduse-Poku,EJH-316/318/320,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 230,2,Ecology Lec/Lab,Open,Kwaku Aduse-Poku,EJH-316/318/320,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
BIOL 240,2,Evolution,Open,Ryan Dunk,EJH-316/318/320,"Tuesday, Thursday",5:10 PM - 6:30 PM
BIOL 252,1,Comp Anatomy of Vertebrates,Closed,Stacy Farina,EJH-308/312,Tuesday,2:10 PM - 5:00 PM
BIOL 252,2,Comp Anatomy of Vertebrates,Closed,Stacy Farina,EJH-G09A,"Tuesday, Thursday",12:40 PM - 2:00 PM
BIOL 317,1,Direct Readings in Jr Honors,Open,Ginger Hunter,EJH-G09A,Wednesday,12:10 PM - 1:00 PM
BIOL 328,1,Global Environment,Open,Lotanna Micah Nneji,EJH-344,"Tuesday, Thursday",1:10 PM - 2:30 PM
BIOL 341,1,Animal Physiology,Closed,Cheryl Rust,EJH-337,Tuesday,11:10 AM - 2:00 PM
BIOL 341,2,Animal Physiology,Open,Cheryl Rust,EJH-316/318/320,"Tuesday, Thursday",3:40 PM - 5:00 PM
BIOL 344,1,Plant Physiology Lec/Lab,Closed,Herman Fennell,N/A,"Tuesday, Thursday",5:10 PM - 8:00 PM
BIOL 344,2,Plant Physiology Lec/Lab,Open,Herman Fennell,N/A,"Tuesday, Thursday",5:10 PM - 8:00 PM
BIOL 390,1,Independent Investigations,Open,Courtney Robinson,N/A,N/A,N/A
BIOL 390,2,Independent Investigations,Closed,Dominique Pritchett,N/A,Monday,5:10 PM - 6:00 PM
BIOL 390,3,Independent Investigations,Closed,Hemayet Ullah,N/A,N/A,N/A
BIOL 417-1 - Evolutionary Medicine Lec/Lab,N/A,Evolutionary Medicine Lec/Lab,Closed,Tanmoy Mondal,N/A,"Tuesday, Thursday",8:10 AM - 9:00 AM
BIOL 420,1,Cancer Biology,Closed,Michael Thomas,EJH-224/226,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
BIOL 430-1 - Biostatistics Lec/Lab,N/A,Biostatistics Lec/Lab,Closed,Fayuan Wen,N/A,Tuesday,12:40 PM - 2:00 PM
BIOL 450,1,Molecular Genetics Lec/Lab,Closed,Atanu Duttaroy,EJH-316/318/320,"Tuesday, Thursday",2:10 PM - 3:00 PM
BIOL 450,2,Molecular Genetics-Lec/Lab,Closed,Atanu Duttaroy,EJH-337,"Monday, Wednesday",3:10 PM - 5:00 PM
BIOL 470,1,Omics: Big Data in Biology,Open,Shaolei Teng,N/A,"Tuesday, Thursday",8:10 AM - 9:30 AM
BIOL 470,2,Omics: Big Data in Biology,Open,Shaolei Teng,N/A,"Tuesday, Thursday",8:10 AM - 9:30 AM
BIOL 480,1,Genomic Data Science,Open,Jinrui Xu,N/A,"Monday, Tuesday",5:10 PM - 6:30 PM
BIOL 491,1,Honors Research,Open,Stacy Farina,N/A,N/A,N/A
BIOL 493,1,Senior Seminar,Closed,Dominique Pritchett,EJH-344,Wednesday,2:10 PM - 3:00 PM
BIOL 493,2,Senior Seminar,Closed,Michael Thomas,EJH-224/226,Wednesday,1:10 PM - 2:00 PM
BIOL 493,3,Senior Seminar,Closed,Clarence Lee,N/A,Wednesday,3:40 PM - 4:30 PM
BIOL 493,4,Senior Seminar,Closed,Ryan Dunk,EJH-224/226,Tuesday,1:10 PM - 2:00 PM
BIOL 493,7,Senior Seminar,Closed,Courtney Robinson,EJH-344,Friday,2:10 PM - 3:00 PM
BIOL 500,1,Topics: Cell & Molecular Biol,Closed,Shaolei Teng,N/A,Monday,8:10 AM - 9:00 AM
BIOL 502,1,Topics (Ecology & Evolution),Open,Clarence Lee,N/A,Friday,11:10 AM - 12:00 PM
BIOL 801,1,Environmental Studies I,Closed,Olukayode Banmeke,N/A,"Tuesday, Thursday",7:40 PM - 9:00 PM
BIOL 801,2,Environmental Studies I,Closed,Olukayode Banmeke,N/A,"Tuesday, Thursday",7:40 PM - 9:00 PM
BLAW 305,1,Business Law I,Waitlist,Samuel Paschall,CB4-567,"Tuesday, Thursday",12:40 PM - 2:00 PM
BLAW 305,2,Business Law I,Open,Samuel Paschall,CB4-322,"Tuesday, Thursday",3:40 PM - 5:00 PM
BLAW 305,3,Business Law I,Open,Samuel Paschall,CB4-418,"Tuesday, Thursday",5:10 PM - 6:30 PM
BLAW 305,4,Business Law I,Closed,Andre Cotten,CB4-322,"Monday, Wednesday",5:10 PM - 6:30 PM
BLAW 305,5,Business Law I,Closed,Andre Cotten,CB4-415,"Monday, Wednesday",6:40 PM - 8:00 PM
CHEG 201,1,Chem Engineering Materials Bal,Open,Preethi Chandran,LKD-1002/1004,"Tuesday, Thursday",11:10 AM - 12:30 PM
CHEG 301,1,Fluid Mechanics,Open,Solmaz Tabtabaei,LKD-2002/2004,"Monday, Wednesday",9:40 AM - 11:00 AM
CHEG 303,1,Chem Engineering Thermodynamic,Open,Patrick Ymele-Leki,LKD-2002/2004,"Tuesday, Thursday",9:40 AM - 11:00 AM
CHEG 401,1,Separation Processes,Open,Cristiano Eduardo Rodrigues Reis,LKD-2002/2004,"Monday, Wednesday",3:40 PM - 5:00 PM
CHEG 403,1,Chemical Engineering Kinetics,Open,John Tharakan,LKD-2002/2004,"Tuesday, Thursday",11:10 AM - 12:30 PM
CHEG 407,1,Process Design I,Open,Cristiano Eduardo Rodrigues Reis,LKD-2002/2004,"Monday, Wednesday",2:10 PM - 3:30 PM
CHEG 409,1,Independent Study,Open,Patrick Ymele-Leki,N/A,N/A,N/A
CHEG 409,2,Independent Study,Open,Preethi Chandran,N/A,N/A,N/A
CHEG 409,3,Independent Study,Open,John Tharakan,N/A,N/A,N/A
CHEG 413,1,Chemical Engineering Lab,Open,Anqi Ji,LKD-G06/G10,"Tuesday, Thursday",2:10 PM - 5:00 PM
CHEG 417,1,Frontiers in Nanosci/Eng. Tech,Open,James Mitchell,LKD-2002/2004,"Monday, Wednesday",11:00 AM - 12:30 PM
CHEG 800,1,Chemical Engineering Seminar,Open,Patrick Ymele-Leki,LKD-1002/1004,Monday,1:00 PM - 2:00 PM
CHEM 003,1,Gen Chemistry I,Closed,Shawn Abernathy,CHB-G8/G9,Monday,11:10 AM - 12:00 PM
CHEM 003,2,Gen Chemistry I,Closed,Shawn Abernathy,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
CHEM 003,3,Gen Chemistry I,Closed,Shawn Abernathy,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
CHEM 003,4,Gen Chemistry I,Closed,Frances Stump,CHB-102,Tuesday,3:40 PM - 4:30 PM
CHEM 003,5,Gen Chemistry I,Closed,Frances Stump,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
CHEM 003,6,Gen Chemistry I,Closed,Frances Stump,CHB-102,Tuesday,12:10 PM - 1:00 PM
CHEM 003,7,Gen Chemistry I,Open,Frances Stump,CHB-305,Monday,2:10 PM - 3:00 PM
CHEM 003,8,Gen Chemistry I,Closed,Frances Stump,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
CHEM 003,9,Gen Chemistry I,Closed,Frances Stump,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
CHEM 003,10,Gen Chemistry I,Closed,Gagandeep Kaur,CHB-102,Tuesday,1:10 PM - 2:00 PM
CHEM 003,11,Gen Chemistry I,Closed,Gagandeep Kaur,CHB-102,Tuesday,10:10 AM - 11:00 AM
CHEM 003,12,Gen Chemistry I,Closed,Gagandeep Kaur,N/A,"Tuesday, Thursday",8:10 AM - 9:30 AM
CHEM 003,15,Gen Chemistry I,Waitlist,Saki Golafale,CHB-102,Tuesday,5:10 PM - 6:00 PM
CHEM 003,16,Gen Chemistry I,Closed,Saki Golafale,N/A,"Tuesday, Thursday",6:40 PM - 8:00 PM
CHEM 003,17,Gen Chemistry I,Closed,Saki Golafale,N/A,"Tuesday, Thursday",6:40 PM - 8:00 PM
CHEM 003,23,Gen Chemistry I,Closed,Helen De Clercq,CHB-G8/G9,Monday,9:10 AM - 10:00 AM
CHEM 003,24,Gen Chemistry I,Closed,Helen De Clercq,N/A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
CHEM 003,25,Gen Chemistry I,Closed,Helen De Clercq,N/A,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
CHEM 003,29,Gen Chemistry I,Closed,Steven Cummings,CHB-306,Tuesday,2:10 PM - 3:00 PM
CHEM 003,30,Gen Chemistry I,Closed,Steven Cummings,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
CHEM 003,31,Gen Chemistry I,Closed,Steven Cummings,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
CHEM 003,32,Gen Chemistry I (Chemistry Majors only),Open,Dharmaraj Raghavan,CHB-102,Monday,11:10 AM - 12:00 PM
CHEM 004,1,Gen Chemistry II,Waitlist,Raymond Butcher,CHB-305,Tuesday,2:10 PM - 3:00 PM
CHEM 004,2,Gen Chemistry II,Waitlist,Raymond Butcher,N/A,"Tuesday, Thursday",3:40 PM - 5:00 PM
CHEM 004,3,Gen Chemistry II,Waitlist,Raymond Butcher,N/A,"Tuesday, Thursday",3:40 PM - 5:00 PM
CHEM 004,4,Gen Chemistry II,Open,Fanella Zamcho,N/A,Monday,10:10 AM - 11:00 AM
CHEM 004,5,Gen Chemistry II,Open,Fanella Zamcho,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
CHEM 004,6,Gen Chemistry II,Open,Fanella Zamcho,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
CHEM 004,7,Gen Chemistry II,Closed,Shehu-Alimi Elelu,CHB-G8/G9,Tuesday,3:40 PM - 6:30 PM
CHEM 005,1,Gen Chem Lab I,Waitlist,Loay Abdulrahman,CHB-207,Tuesday,8:00 AM - 11:00 AM
CHEM 005,2,Gen Chem Lab I,Waitlist,Helen De Clercq,CHB-208,Tuesday,8:00 AM - 11:00 AM
CHEM 005,3,Gen Chem Lab I,Waitlist,Shawn Abernathy,CHB-207,Tuesday,12:40 PM - 3:30 PM
CHEM 005,4,Gen Chem Lab I,Waitlist,Helen De Clercq,CHB-208,Tuesday,12:40 PM - 3:30 PM
CHEM 005,5,Gen Chem Lab I,Waitlist,Gossa Fao,CHB-207,Wednesday,8:00 AM - 11:00 AM
CHEM 005,6,Gen Chem Lab I,Waitlist,Frances Stump,CHB-208,Wednesday,8:00 AM - 11:00 AM
CHEM 005,7,Gen Chem Lab I,Waitlist,Gossa Fao,CHB-207,Wednesday,1:00 PM - 4:00 PM
CHEM 005,8,Gen Chem Lab I,Waitlist,Fanella Zamcho,CHB-208,Wednesday,1:00 PM - 4:00 PM
CHEM 005,9,Gen Chem Lab I,Open,Loay Abdulrahman,CHB-207,Thursday,8:00 AM - 11:00 AM
CHEM 005,10,Gen Chem Lab I,Open,Frances Stump,CHB-208,Thursday,8:00 AM - 11:00 AM
CHEM 005,11,Gen Chem Lab I,Waitlist,Joseph Williams,CHB-207,Tuesday,5:00 PM - 8:00 PM
CHEM 005,12,Gen Chem Lab I,Waitlist,Lewis Lott,CHB-208,Tuesday,5:00 PM - 8:00 PM
CHEM 005,14,Gen Chem Lab I,Waitlist,Shehu-Alimi Elelu,CHB-207,Thursday,12:40 PM - 3:30 PM
CHEM 005,15,Gen Chem Lab I,Waitlist,Loay Abdulrahman,CHB-208,Thursday,12:40 PM - 3:30 PM
CHEM 005,16,Gen Chem Lab I,Waitlist,Joseph Williams,CHB-207,Wednesday,5:00 PM - 8:00 PM
CHEM 005,17,Gen Chem Lab I,Open,Lewis Lott,CHB-208,Wednesday,5:00 PM - 8:00 PM
CHEM 005,18,Gen Chem Lab I,Open,Lewis Lott,CHB-207,Thursday,5:00 PM - 8:00 PM
CHEM 005,19,Gen Chem Lab I,Open,Joseph Williams,CHB-208,Thursday,5:00 PM - 8:00 PM
CHEM 005,21,Gen Chem Lab I (Majors Only),Open,Dharmaraj Raghavan,CHB-207,Monday,1:00 PM - 4:00 PM
CHEM 005,23,Gen Chem Lab I,Open,Fanella Zamcho,CHB-207,Monday,5:00 PM - 8:00 PM
CHEM 005,24,Gen Chem Lab I,Waitlist,Gossa Fao,CHB-208,Monday,5:00 PM - 8:00 PM
CHEM 005,25,Gen Chem Lab I,Closed,Gossa Fao,CHB-204,Tuesday,6:00 PM - 9:00 PM
CHEM 005,26,Gen Chem Lab I,Open,Fanella Zamcho,CHB-311,Tuesday,6:00 PM - 9:00 PM
CHEM 005,27,Gen Chem Lab I,Open,Saki Golafale,CHB-204,Wednesday,6:00 PM - 9:00 PM
CHEM 005,29,Gen Chem Lab I,Open,Shehu-Alimi Elelu,CHB-204,Thursday,5:00 PM - 8:00 PM
CHEM 005,33,Gen Chem Lab I,Open,Fanella Zamcho,CHB-311,Friday,1:00 PM - 4:00 PM
CHEM 005,34,Gen Chem Lab I,Closed,Gossa Fao,CHB-204,Friday,1:00 PM - 4:00 PM
CHEM 005,37,Gen Chem Lab I (Chemistry Majors only),Open,Steven Cummings,CHB-208,Monday,1:00 PM - 4:00 PM
CHEM 005,38,General Chemistry Laboratory I,Open,Shehu-Alimi Elelu,CHB-204,Wednesday,8:00 AM - 11:00 AM
CHEM 005,39,General Chemistry Laboratory I,Closed,Shehu-Alimi Elelu,CHB-204,Wednesday,1:00 PM - 4:00 PM
CHEM 006,1,Gen Chem Lab II,Closed,Gossa Fao,CHB-207,Friday,8:00 AM - 11:00 AM
CHEM 006,2,Gen Chem Lab II,Closed,Alexandra Johnson,CHB-208,Friday,8:00 AM - 11:00 AM
CHEM 006,3,General Chem Lab II,Closed,Claudia Mouamba,CHB-207,Friday,1:00 PM - 4:00 PM
CHEM 006,4,General Chem Lab II,Closed,Yousef Hijji,CHB-208,Friday,1:00 PM - 4:00 PM
CHEM 006,5,General Chem Lab II,Closed,Claudia Mouamba,CHB-207,Friday,5:00 PM - 8:00 PM
CHEM 006,6,General Chem Lab II,Closed,Lewis Lott,CHB-208,Friday,5:00 PM - 8:00 PM
CHEM 084,1,Directed Reading Soph,Open,Dharmaraj Raghavan,N/A,N/A,N/A
CHEM 084,2,Directed Reading Soph,Open,Raymond Butcher,N/A,N/A,N/A
CHEM 088,1,Directed Readings-Juniors,Open,Raymond Butcher,N/A,N/A,N/A
CHEM 092,1,Senior Dept Honors,Open,Raymond Butcher,N/A,N/A,N/A
CHEM 101,1,Inorganic Chemistry,Open,Raymond Butcher,CHB-G7,"Tuesday, Thursday",12:40 PM - 2:00 PM
CHEM 122,1,Analytical Chemistry,Closed,Jacqueline Smith,CHB-G8/G9,"Tuesday, Thursday",11:10 AM - 12:30 PM
CHEM 123,31,Analytical Chemistry Lab,Open,Jacqueline Smith,CHB-204,"Tuesday, Thursday",8:10 AM - 11:00 AM
CHEM 123,32,Analytical Chemistry Lab,Closed,Berhanu Zewde,CHB-204,"Tuesday, Thursday",2:10 PM - 5:00 PM
CHEM 141,1,Organic Chemistry I (Lecture),Closed,Oladapo Bakare,CHB-108,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
CHEM 141,2,Organic Chemistry I (Lecture),Closed,Timothy Ramadhar,CHB-108,"Tuesday, Thursday",5:10 PM - 6:30 PM
CHEM 141,3,Organic Chemistry I (Lecture),Closed,Yousef Hijji,CHB-108,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
CHEM 141,4,Organic Chem I (Majors Only),Closed,Jason Matthews,CHB-108,"Tuesday, Thursday",9:40 AM - 11:00 AM
CHEM 142,1,Organic Chemistry II,Closed,Jacqueline Smith,CHB-108,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
CHEM 142,2,Organic Chemistry II,Closed,Yousef Hijji,CHB-108,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
CHEM 143,1,Advanced Organic Chemistry,Open,Jason Matthews,CHB-G6,"Tuesday, Thursday",11:10 AM - 12:30 PM
CHEM 144,1,Physical Organic Chemistry,Open,Jason Matthews,CHB-G6,"Tuesday, Thursday",2:10 PM - 3:30 PM
CHEM 145,1,Organic Chem Lab,Closed,Yousef Hijji,CHB-305,Monday,8:10 AM - 9:00 AM
CHEM 145,3,Organic Chem Lab,Closed,Dinari Harris,CHB-300/301,Tuesday,1:10 PM - 2:00 PM
CHEM 145,4,Organic Chem Lab,Closed,Oladapo Bakare,CHB-306,Monday,1:10 PM - 2:00 PM
CHEM 145,5,Organic Chem Lab,Closed,Alexandra Johnson,CHB-305,Monday,1:10 PM - 2:00 PM
CHEM 145,6,Organic Chem Lab,Closed,Timothy Ramadhar,CHB-306,Tuesday,1:10 PM - 2:00 PM
CHEM 145,7,Organic Chem Lab,Closed,Claudia Mouamba,CHB-306,Tuesday,8:10 AM - 9:00 AM
CHEM 145,8,Organic Chem Lab,Closed,Alexandra Johnson,CHB-305,Tuesday,8:10 AM - 9:00 AM
CHEM 145,9,Organic Chem Lab,Closed,Claudia Mouamba,CHB-312,"Monday, Wednesday",9:10 AM - 12:00 PM
CHEM 148,1,Polymer Chemistry,Open,Gagandeep Kaur,CHB-G6,"Monday, Wednesday",10:10 AM - 11:30 AM
CHEM 151,1,Biochemistry I,Closed,Sung Kim,CHB-102,"Tuesday, Thursday",8:10 AM - 9:30 AM
CHEM 151,3,Biochemistry I,Closed,Dinari Harris,CHB-108,"Monday, Wednesday",6:40 PM - 8:00 PM
CHEM 171,1,Physical Chemistry I,Open,Mirza Galib,CHB-108,"Tuesday, Thursday",11:10 AM - 12:30 PM
CHEM 173,1,Physical Chem Lab I,Closed,Sung Kim,CHB-G18/G19,Tuesday,12:40 PM - 6:00 PM
CHEM 173,2,Physical Chem Lab I,Closed,Berhanu Zewde,CHB-G6,Wednesday,12:10 PM - 1:00 PM
CHEM 173,3,Physical Chem Lab I,Open,Berhanu Zewde,CHB-G18/G19,Monday,12:30 PM - 8:00 PM
CHIN 001,1,Chinese I,Open,Xinyue Lu,LKH-200,"Tuesday, Thursday",9:40 AM - 11:00 AM
CHIN 001,2,Chinese I,Open,Yueyi Dai,LKH-200,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
CHIN 002,1,Chinese II,Open,Yueyi Dai,LKH-200,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
CHIN 003,1,Chinese III,Open,Yueyi Dai,LKH-200,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
CHIN 050,1,Oral Expression I,Open,Yueyi Dai,LKH-359,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
CHIN 051,1,Oral Expression II,Open,Yueyi Dai,LKH-359,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
CHON 200,1,Hon Soph Resh Sem,Open,N/A,N/A,Tuesday,11:10 AM - 12:00 PM
CHON 300,1,Hon Jr Resch Seminar,Open,Fatou Sow,ASA-207,Thursday,11:10 AM - 12:00 PM
CHON 400,1,Honors Senior Thesis,Open,Kehbuma Langmia,ASA-207,Tuesday,10:10 AM - 11:00 AM
CIEG 202,1,Statics,Closed,Nikolai Priezjev,LKD-3120,"Tuesday, Thursday",3:40 PM - 5:00 PM
CIEG 202,2,Statics,Open,Robert Efimba,LKD-3022,"Tuesday, Thursday",9:40 AM - 11:00 AM
CIEG 202,3,Statics,Open,Robert Efimba,LKD-3022,"Tuesday, Thursday",2:10 PM - 3:30 PM
CIEG 207,1,Environmental Engineering,Open,Sara Kamanmalek,LKD-3120,"Monday, Wednesday",2:10 PM - 3:30 PM
CIEG 301,2,Mechanics of Materials Lecture,Open,Nikolai Priezjev,LKD-3120,"Tuesday, Thursday",11:10 AM - 12:30 PM
CIEG 302,2,Dynamics,Open,Nikolai Priezjev,LKD-3120,"Monday, Wednesday",9:40 AM - 11:00 AM
CIEG 303,31,Mechanics of Material Lab,Open,Nikolai Priezjev,LKD-G041,Wednesday,11:30 AM - 2:00 PM
CIEG 311,1,Fluid Mechanics Lecture,Open,Sanjib Sharma,LKD-3022,"Tuesday, Thursday",12:40 PM - 2:00 PM
CIEG 313,31,Fluid Mechanics Lab,Open,Sanjib Sharma,LKD-G041,Thursday,2:10 PM - 5:00 PM
CIEG 433,1,Foundations,Open,Karam Jaradat,LKD-3120,"Monday, Wednesday",11:10 AM - 12:30 PM
CIEG 435,1,Reinforced Concrete,Open,Eden Yemesegen,LKD-3120,"Tuesday, Thursday",2:10 PM - 3:30 PM
CIEG 439,1,Senior Design I,Open,Kellie Farster,LKD-3022,"Tuesday, Thursday",4:00 PM - 5:10 PM
CIEG 445,1,Undergraduate Research - Structures,Open,Claudia Marin,LKD-3022,"Monday, Wednesday",12:40 PM - 2:00 PM
CIEG 445,2,Undergraduate Research - Environmental,Open,Sara Kamanmalek,LKD-G041,Friday,1:10 PM - 3:50 PM
CIEG 445,3,Undergraduate Research - Transportation,Open,Sanjana Hossain,LKD-G041,Wednesday,8:30 AM - 11:30 AM
CIEG 445,4,Undergraduate Research - Geo Technical,Open,Karam Jaradat,LKD-G041,Friday,10:00 AM - 12:50 PM
CIEG 457,1,Advanced Hydrology,Open,Sanjib Sharma,LKD-3120,"Tuesday, Thursday",9:40 AM - 11:00 AM
CIEG 461,1,Professional Character & FE Exam Prep,Open,Girum Urgessa,LKD-3120A,Thursday,11:10 AM - 12:00 PM
CIEG 464,1,Engineering Project Mgmt,Open,Chike Monwuba,LKD-3120,"Monday, Wednesday",5:10 PM - 6:30 PM
